1 TANGERINE FRUIT _39 PINEAPPLE CREAM VERBENA _118 FINISH FLAVORS GLIDE STYLE ALMOND                 
32 APPLE PLUM PEAR PEACH CREAM HONEYSUCKLE WHITE YELLOW FINISH BEAUTY GREAT CARESS EXOTIC LONG LUSH SEAMLESS SEDUCTIVE            
33 ORANGE APRICOT PEACH MANGO QUINCE FINISH BITTER FLAVORS LAYER POWER RANGE RICH STYLE ALMOND               
34 _10 BLACKBERRY FRUIT FIG SPICE CORE _118 FINISH GREAT BROAD DEEP ELEGANT LILTING SWEET _393 TOBACCO SANDALWOOD TAR           
35 BLACKBERRY PLUM ANISE CORE _128 FINISH BALANCE GREAT PERSIST PRECISION RESTRAINT SANGUINE SILKY SUCCULENT WARM TOBACCO CEDAR VANILLA ROASTED          
36 _10 BLACKBERRY LOGANBERRY FRUIT APPLE SPICE CORE DENSE FINISH ACCENTS INTENSE GREAT LUSCIOUS PRECISION RARE _414 WOOD            
37 CURRANT CHERRY PLUM LILAC VIOLET SOLID FINISH GREAT BITTER CUT DRIVE FLAVORS GOOD INTENSITY PURE TAUT             
38 BLACKBERRY RASPBERRY FIG _62 ANISE SOLID FINISH GREAT FLAVORS LAVISH GANACHE PENCIL_LEAD                 
39 _10 BLACKBERRY PLUM VIOLET ANISE LICORICE FINISH BEAUTY GREAT BITTER FLAVORS LURK SERIOUS _414 PENCIL_LEAD              
40 BLACKBERRY FRUIT APPLE PLUM ANISE CORE _118 FINISH GREAT PACKED PERFUMY SUPPLE _414 WOOD               
41 BLACKBERRY FRUIT PLUM LILAC TANNINS_LOW ACIDITY_LOW ALLURING GREAT DARK DETAILED FOCUSED FRESH INCENSE LUSH VELVET _414 ALDER            
42 _10 FRUIT _101 _118 RED FINISH GREAT ENTICING GRIP LATENT RESERVED BRAMBLE TOBACCO ALDER               
43 _10 BLUEBERRY PLUM LICORICE CORE SOLID FINISH GREAT FLAVORS HONEST MUSCLE WARM GANACHE PENCIL_LEAD               
44 _10 BLACKBERRY PLUM CORE FINISH GREAT LENGTH MOUTHWATERING SLEEK TIGHT CHARCOAL IRON                 
45 _10 FRUIT PLUM FINISH ACCENTS BEAM GREAT CUT LENGTH LONG LOVELY REFINED WARM TOBACCO GANACHE CHARCOAL STONE            
46 APPLE PLUM VIOLET ANISE SOLID FINISH BEAUTY AMPLE BEAM GREAT CHISELED DRIVE GORGEOUS GRIP PURE SEAMLESS WOOD ROASTED PENCIL_LEAD          
47 _10 PLUM FIG _112 SOLID _128 FINISH GREAT GRIP INTEGRATE NICE GANACHE                 
48 _10 BLACKBERRY FRUIT PLUM CORE _128 FINISH BEAUTY GREAT LONG LOVELY PRECISION PURE RANGE CHARCOAL PEBBLE             
49 BLACKBERRY CURRANT FRUIT LEAF FINISH ACCENTS GREAT ECHO INTEGRATION LONG LOVELY MODEST PLEASANT REFINED SAVORY TOBACCO CHALK IRON PEBBLE          
50 CURRANT _29 PLUM ROSEMARY CORE RED CONCENTRATED FINISH ACCENTS AUSTERE GREAT FLAVORS _305 SAVORY STYLE TOBACCO CHALK MINERAL           
51 CURRANT PLUM FIG FINISH ALLURING GREAT DARK FLAVORS GRIP IMPRESSES LATENT LAYER LONG LUSH RIPE SERIOUS VELVET _414 COCOA          
52 BLACKBERRY CURRANT FRUIT PLUM PEPPER FINISH AMPLE GREAT RANGE STYLE TOBACCO CHARCOAL                 
53 BLACKBERRY BOYSENBERRY RASPBERRY ANISE CORE SOLID FINISH GREAT DARK FLAVORS JUICINESS MOUTHWATERING BRAMBLE MESQUITE PENCIL_LEAD              
54 BLACKBERRY BOYSENBERRY PLUM LICORICE _128 FINISH ALLURING GREAT FLAVORS POLISH _414 ALDER ROASTED                
55 BLACKBERRY BOYSENBERRY FRUIT PLUM ANISE _133 GREAT CONSISTENT LOVELY SEAMLESS WONDERFUL MESQUITE _418 SANDALWOOD               
56 _10 BLACKBERRY FRUIT _29 ANISE _118 FINISH GREAT FLESH PENCIL_LEAD                   
57 _10 BLUEBERRY PLUM ANISE FINISH BEAM GREAT FLAVORS FLESH FOCUSED GRIP MOUTHWATERING NICE SWEET TOBACCO IRON             
58 BLACKBERRY BOYSENBERRY FRUIT APPLE FIG ANISE TANNINS_LOW CORE DENSE RED FINISH GREAT FLAVORS JUICINESS MUSCLE RANGE TERRIFIC BRAMBLE WOOD ROASTED         
59 _10 BLUEBERRY PLUM CORE DENSE FINISH GREAT CONSISTENT FLAVORS HONEST PLUSH RIPE GANACHE PENCIL_LEAD               
60 BLACKBERRY CURRANT FRUIT CHERRY PLUM BRIAR CORE RED FINISH GREAT BITTER DEFINED DELIVERS GOOD GRIP              
61 _10 BLACKBERRY BLUEBERRY FRUIT PLUM PASTIS _128 FINISH AMPLE BEAM GREAT FOCUSED GRIP INTEGRATE POLISH SERIOUS TIGHT ESPRESSO CHARCOAL          
62 BLACKBERRY CURRANT FRUIT PLUM VIOLET CORE RED FINISH GREAT LONG NICE SAVORY MESQUITE _414 ALDER MINERAL             
63 _10 FRUIT PLUM CORE RED FINISH ALLURING GREAT CUT DRIVE EXCELLENT FLAVORS STRENGTH SUAVE PENCIL_LEAD              
64 _10 FRUIT PLUM CORE FINISH ALLURING GREAT FLAVORS INCENSE PERFUMY TEXTURE VELVET _414 ALDER               
65 _10 BLACKBERRY FRUIT CORE SOLID FINISH GREAT BROAD FLESH LONG WARM TOBACCO GANACHE ESPRESSO TAR              
66 _10 BLACKBERRY FRUIT FIG VIOLET ANISE CORE SOLID GREAT DEFINED DEPTH ECHO FLAVORS FOCUS JUICINESS LATENT TOBACCO PENCIL_LEAD           
67 RASPBERRY CHERRY PLUM FLORAL CORE FINISH GREAT FLAVORS FRESH GRIP LIVELY PURE BRAMBLE IRON MINERAL              
68 _10 BLACKBERRY FRUIT _93 CORE FINISH AMPLE GREAT FLESH GRIP LAYER _301 RANGE SERIOUS CHARCOAL              
69 BLACKBERRY APPLE FIG ANISE TANNINS_HIGH FINISH GREAT CUT FINESSE GOOD LONG MUSCLE RIPE STYLE WOOD ROASTED TAR            
70 _10 PLUM VIOLET ANISE FINISH GREAT FLAVORS FOCUSED LACED LONG MOUTHWATERING RACY TERRIFIC VIVID IRON              
71 _10 FRUIT PLUM FINISH GREAT DEPTH FLESH LATENT LONG MESQUITE ROASTED SMOKE TOAST LOAM MINERAL              
72 _10 LEAF RED FINISH AMPLE GREAT FLAVORS SAVORY VIVID WARM WONDERFUL TOBACCO EARTHY STONE               
73 _10 FRUIT CHERRY PLUM CORE _118 GREAT FLAVORS TASTY TEXTURE WARM TOBACCO COCOA ALDER               
74 _10 CHERRY LILAC _118 SOLID FINISH BALANCE BEAM GREAT DEPTH FLAVORS FLESH FOCUS GOOD RANGE RESTRAINT STYLE TOBACCO SANDALWOOD          
75 _10 BLUEBERRY FRUIT FIG CORE DENSE FRAME GREAT DISTINCT FLAVORS GRIP PACKED SWEET WARM TOBACCO GANACHE TAR            
76 BLACKBERRY BOYSENBERRY CURRANT CORE FINISH _132 GREAT DARK RACY WARM _390 CHARCOAL IRON                
77 BLACKBERRY _20 PLUM FIG TANNINS_LOW CORE ACIDITY_LOW FINISH ACCENTS GREAT CUT GOOD LAYER LENGTH MOUTHWATERING CHARCOAL             
78 BLACKBERRY APPLE PLUM ANISE LICORICE CORE _118 SOLID GREAT CHARMING FLAVORS FOCUSED NICE SUPPLE WOOD ROASTED             
79 CURRANT FRUIT CHERRY FINISH _137 GREAT FLAVORS _305 PERFUMY SANGUINE SAVORY STYLE SUBTLE ALDER WOOD              
80 _10 FRUIT FIG LEAF CORE FINISH GREAT FRESH LENGTH _305 STRENGTH TEXTURE MINT GANACHE CHARCOAL              
81 _10 FRUIT PLUM LILAC VIOLET FINISH GREAT FLAVORS FRESH PRETTY STYLE SUCCULENT CHALK MINERAL               
82 BLACKBERRY _20 FRUIT PLUM SOLID FINISH INTENSE BACKWARD GREAT EXCELLENT FLAVORS INTENSITY CHOCOLATE ESPRESSO CHARCOAL IRON             
83 _10 PLUM BRIAR FINISH GREAT ECHO FLAVORS LENGTH LIVELY RANGE SAVORY STYLE SWEET TOBACCO IRON              
84 _10 FRUIT _29 ANISE _118 AMPLE GREAT NICE PLEASANT SLEEK VIVID BRAMBLE TOBACCO PENCIL_LEAD               
85 BLACKBERRY CURRANT FRUIT PLUM DENSE FRAME FINISH AUSTERE GREAT CONSISTENT FLAVORS LONG MELD REMARKABLE CHARCOAL PENCIL_LEAD             
86 CURRANT CHERRY VIOLET CORE RED GREAT BRIGHT BRISK DEFINED FLAVORS PERSIST SLEEK TAUT CHALK IRON              
87 _10 FRUIT CHERRY PLUM _118 FINISH GREAT CHARACTER _305 PERFUMY SAVORY _414 TOBACCO VANILLA WOOD              
88 BLACKBERRY PLUM FIG CORE FINISH AMPLE GREAT FLAVORS FLESH FOCUSED GRIP TOBACCO PENCIL_LEAD TAR               
89 _10 BLACKBERRY FRUIT PLUM CORE SOLID FINISH AUSTERE GREAT DEPTH DRIVE EXCELLENT FIRM FLESH GOOD ALDER IRON            
90 CURRANT LOGANBERRY FRUIT PLUM DAMSON RED FINISH GREAT FLAVORS PERFUMY RESTRAINT SANGUINE STYLE SUPPLE ALDER CEDAR             
91 BOYSENBERRY FRUIT PLUM FIG RED FINISH GREAT INTEGRATE JUICINESS STRENGTH SWEET BRAMBLE TOBACCO IRON               
92 _10 FRUIT PLUM VIOLET CORE FRAME _119 FINISH GREAT FINE PRETTY TOBACCO ALDER VANILLA CHALK              
93 _10 BLACKBERRY APPLE BRIAR _93 DENSE FINISH GREAT BOUNCY DEFINED GOOD INVITING JUICINESS LADEN TEMPTING WOOD ROASTED IRON PENCIL_LEAD          
94 _10 RASPBERRY FRUIT PLUM ANISE RED FINISH GREAT BITTER GRIP LAYER LONG RICH SWEET TOBACCO              
95 _10 BLACKBERRY FRUIT APPLE FIG CORE FINISH GREAT BIG BROAD DARK DRIVE ENORMOUS POWER LONG POLISH PRECISION REFINED REMARKABLE SUAVE TERRIFIC WARM ESPRESSO SANDALWOOD WOOD ROASTED LOAM EARTHY STONE
96 _10 BLACKBERRY FRUIT PLUM FIG FINISH AMAZING GREAT BIG CUT EXPRESSIVE LAYER LUSH SERIOUS STUNNING TERRIFIC WARM ESPRESSO LOAM EARTHY         
97 CITRUS ORANGE BRIOCHE GINGER FINISH ACCENTS GREAT GORGEOUS LIVELY RANGE RICH TIGHT GREEN_TEA ALMOND               
98 MARMALADE APRICOT PEACH PINEAPPLE BRIOCHE ACIDITY_LOW FINISH GREAT DEEP DELIVERS FLAVORS RIVETING WARM ALMOND PIECRUST              
99 TANGERINE APRICOT PINEAPPLE MANGO _56 HONEYSUCKLE DENSE FINISH ACCENTS GREAT DEPTH LENGTH POWER LONG LOVELY LUSH STUNNING ALMOND HONEY ROASTED         
100 APPLE BRIOCHE CREAM GINGER ROUND FINISH GREAT BROAD LAYER LONG RICH GREEN_TEA ALMOND                
101 LEMON _39 PEAR PEACH PINEAPPLE FINISH GREAT FLATTERING FLAVORS PIECRUST                   
102 ORANGE _39 PLUM PINEAPPLE HONEYSUCKLE GINGER WHITE FINISH BALANCE GREAT FLAVORS LOVELY RACY RICH VIVID              
103 FRUIT PEACH PINEAPPLE MANGO HONEYSUCKLE CORE WHITE FINISH BEAUTY GREAT BRIGHT CUT ELEGANT FLAVORS FRESH PRECISION RACY TERRIFIC HONEY MARZIPAN         
104 LEMON PEAR PINEAPPLE FIG BRIOCHE FLORAL HONEYSUCKLE FINISH BALANCE GREAT LIVELY LONG WARM TOAST               
105 ORANGE TANGERINE FRUIT APRICOT PEACH FLORAL GINGER FINISH GREAT BITTER EXPRESSIVE FLAVORS LIFT TENSION ALMOND              
106 MELON _56 FIG CREAM CORE AROMA GREAT EXOTIC IMPRESSES POWER MOUTHFEEL VIBRANT RICH STUNNING ALMOND HONEY             
107 ORANGE PEACH MANGO FIG GINGER FINISH GREAT BITTER ENGAGING EXTEND FLAVORS JUICINESS POWER RANGE VIBRANT STYLE ALMOND            
108 ORANGE LEMON APPLE PINEAPPLE GINGER YELLOW FINISH INTENSE GREAT BITTER FLAVORS YOUNG ALMOND                
109 TANGERINE APPLE MANGO WINE_WEIGHT YELLOW FINISH INTENSE GREAT BITTER FLAVORS FOCUSED GORGEOUS POWER LONG WARM ALMOND             
110 APRICOT PEAR PEACH MANGO FIG CREAM CORE FINISH GREAT BIG BROAD POWER STYLE ALMOND HAZELNUT PIECRUST ROASTED TOAST           
111 APPLE PEACH MANGO _56 CREAM GINGER YELLOW FINISH GREAT DEPTH FLAVORS GORGEOUS LONG RANGE TERRIFIC CARAMEL             
112 CITRUS ORANGE _39 PINEAPPLE CREAM GINGER CORE WINE_WEIGHT FINISH AMPLE GREAT BITTER GRACE POWER LONG ZEST HONEY            
113 ORANGE APPLE PEAR FIG FINISH BEAUTY GREAT CUT DRIVE POWER LONG STYLE ALMOND HONEY               
114 FRUIT PINEAPPLE MANGO _56 CREAM FLORAL FINISH BEAUTY AMAZING INTENSE GREAT DELIVERS FLAVORS MOUTHFEEL PRETTY STUNNING TROPICAL HONEY           
115 PLUM PEAR PEACH FIG CHAMOMILE HONEYSUCKLE FINISH GREAT BIG FLAVORS INCREDIBLY JUICINESS LENGTH PURE MACADAMIA_NUT MARSHMALLOW QUININE BURN           
116 ORANGE GUAVA PERSIMMON MANGO _56 FIG CREAM FINISH ACCENTS GREAT CARESS DIMENSION LENGTH LONG LOVELY LUSH STYLE TROPICAL WARM ALMOND PIECRUST        
117 CITRUS ORANGE APRICOT NECTARINE CORE FINISH ACCENTS GREAT CLOSED _273 RICH ZEST ALMOND PIECRUST               
118 ORANGE APPLE CORE BEAUTY INTENSE BALANCE GREAT BROAD LENGTH LINGER RANGE RICH TAUT TENSION ZEST HAZELNUT PIECRUST            
119 CITRUS _35 PLUM PINEAPPLE CREAM FLORAL GINGER FINISH GREAT DELICIOUS ECHO FLAVORS GLIDE INVITING JUICINESS LILTING PURE            
120 _10 LOGANBERRY FRUIT PLUM CORE FRAME BACKWARD GREAT DELIVERS FLAVORS INCENSE MUSCLE MESQUITE TOBACCO CEDAR ROASTED TAR            
121 CURRANT PLUM FIG LEAF CORE FINISH GREAT _166 BROAD DEEP FLAVORS MUSCLE STRENGTH MESQUITE TOBACCO GANACHE CHARCOAL ROASTED TAR          
122 _10 PLUM LEAF FINISH ACCENTS GREAT INCENSE LOVELY MOUTHFEEL PERFECTLY REFINED REMARKABLE SUPERIOR SUPPLE WARM TOBACCO TAR            
123 _10 BLACKBERRY FRUIT PLUM CORE DENSE FRAME RED FINISH BEAUTY GREAT DARK POWER LONG LOVELY REFINED _414 TOBACCO ALDER TAR         
124 BLACKBERRY CURRANT FRUIT APPLE _59 BRIAR LEAF DENSE FINISH GREAT DARK GRIP LIVELY MOUTHWATERING SERIOUS TOBACCO WOOD ROASTED           
125 _10 BLACKBERRY LOGANBERRY FRUIT _29 VIOLET SPICE LICORICE PASTIS TANNINS_HIGH FINISH BEAM GREAT BIG BRAWNY POWER MOUTHWATERING PURE RIVETING SOFT _414 ALDER WOOD ROASTED     
126 _10 BLACKBERRY FIG LEAF CORE DENSE FINISH BACKWARD GREAT BROAD DEEP ENORMOUS GRIP HEAT YOUNG _404 TOBACCO ROASTED IRON STONE TAR        
127 BLACKBERRY CURRANT _29 FIG _128 FINISH GREAT DARK DEEP FLAVORS LUSH MOUTHWATERING SAVORY STUNNING SWEET TOBACCO IRON PENCIL_LEAD           
128 RASPBERRY CURRANT _29 VIOLET FINISH ACCENTS GREAT ENTICING LONG PERFECTLY RANGE REFINED VELVET _414 ALDER PENCIL_LEAD             
129 _10 RASPBERRY PLUM CORE FINISH GREAT BITTER DEPTH FLAVORS FOCUSED PURE RESERVED SERIOUS _414 ALDER IRON             
130 BLACKBERRY PLUM FIG CORE _133 ALLURING GREAT LONG TIGHT _414 COCOA SANDALWOOD ROASTED LOAM               
131 CURRANT _19 FRUIT PLUM FIG CORE DENSE GREAT FLAVORS LONG SEDUCTIVE STYLE STUNNING VELVET _414 GANACHE ESPRESSO ROASTED IRON          
132 _10 BLACKBERRY FRUIT FIG TANNINS_LOW DENSE ALLURING AWESOME GREAT DEEP FINESSE LENGTH YOUNG REMARKABLE SUCCULENT VELVET WARM _414 CHARCOAL STONE         
133 _10 BLACKBERRY _29 DENSE FINISH BALANCE GREAT FLAVORS GLIDE LONG PACKED POLISH PURE REMARKABLE SLEEK TOBACCO PENCIL_LEAD STEEL           
134 BLACKBERRY CURRANT _20 FIG LEAF VIOLET CORE WINE_WEIGHT ALLURING GREAT DARK FLAVORS FUN GRIP SERIOUS STRENGTH WARM TOBACCO ALDER CHARCOAL ROASTED        
135 _10 BLACKBERRY LICORICE CORE ACIDITY_LOW FINISH GREAT CHISELED CUT DRIVE MOUTHWATERING PURE SWEET TERRIFIC TOBACCO PENCIL_LEAD             
136 _10 FRUIT _29 PLUM FINISH BEAUTY GREAT EXPAND LONG LOVELY STRENGTH TERRIFIC CHARCOAL IRON PENCIL_LEAD              
137 _10 BOYSENBERRY PLUM ANISE CORE FINISH GREAT FLAVORS GORGEOUS SWEET TOBACCO PENCIL_LEAD                 
138 _10 FRUIT _29 PLUM VIOLET ANISE _128 GREAT GORGEOUS INCREDIBLY POWER LONG PURE SLEEK PENCIL_LEAD              
139 _10 BLACKBERRY CHERRY ACIDITY_LOW INTENSE GREAT FLAVORS FULL MOUTHWATERING VIBRANT TOBACCO GANACHE ESPRESSO IRON MINERAL              
140 _10 BLACKBERRY RASPBERRY FRUIT VIOLET FINISH GREAT CLASS FLAVORS GRIP RACY STUNNING SWEET VELVET EARTHY IRON PENCIL_LEAD            
141 _10 BLACKBERRY RASPBERRY FRUIT CHERRY LILAC _118 FINISH ACCENTS BEAUTY GREAT DEEP DEFINED FLAVORS GLIDE GORGEOUS LENGTH LONG LUSH SAVORY SEAMLESS TEXTURE MESQUITE MINERAL     
142 _10 RASPBERRY FRUIT LILAC CORE RED _128 FINISH GREAT ECHO FULL LONG MATURITY SEAMLESS WARM MESQUITE _414 SANDALWOOD EARTHY IRON TAR        
143 _10 FRUIT PLUM FIG ANISE _128 FINISH BEAUTY GREAT FOCUS GLIDE PACKED RANGE REMARKABLE SILKY SUAVE WARM _414 ALDER TOAST         
144 CHERRY PLUM LEAF _103 CORE DENSE FINISH ACCENTS GREAT BITTERSWEET LIFT PACKED REFINED REMARKABLE WARM _414 COCOA ALDER IRON MINERAL MENTHOL        
145 _10 BLACKBERRY FRUIT PLUM CREAM LILAC _128 GREAT CARESS GLIDE HANG INCENSE LENGTH MASSIVE MOUTHFEEL SEAMLESS STUNNING VELVET WONDERFUL MESQUITE _414 ALDER       
146 BLACKBERRY CURRANT FRUIT PLUM LEAF CORE RED _128 ACCENTS GREAT CARESS DELIVERS FINE FULL STYLE STUNNING _414 TOBACCO ALDER SANDALWOOD         
147 _10 BLACKBERRY FRUIT LEAF CORE CONCENTRATED FINISH BEAUTY GREAT DARK ECHO LONG REFINED SILKY TIGHT TOBACCO ALDER SANDALWOOD EARTHY IRON         
148 _10 RASPBERRY FIG LEAF TANNINS_LOW CORE FINISH BEAUTY BEGUILING GREAT CUT ELEGANT FRESH LACED PERFECTLY PURE _418 SANDALWOOD CHARCOAL IRON TAR        
149 _10 BLACKBERRY FRUIT APPLE CORE GREAT FLAVORS GENEROUS IMPRESSES LONG LUSH PURE SWEET TOBACCO WOOD ROASTED EARTHY            
150 _10 BLACKBERRY FIG LICORICE CORE FINISH GREAT BROAD DEEP FLAVORS LONG PURE TOBACCO CHARCOAL PENCIL_LEAD              
151 _10 PLUM ANISE CORE FINISH GREAT BITTER CUT DELIVERS LENGTH POWER PURE RIVETING SERIOUS SUPERB MINT IRON            
152 BLACKBERRY CURRANT FRUIT FIG TANNINS_LOW FINISH ACCENTS AMPLE GREAT DARK FLESH FOCUSED LINGER POTENTIAL QUALITY TIGHT BRAMBLE TOBACCO LOAM EARTHY         
153 _10 BLACKBERRY FRUIT FIG LEAF FINISH AWESOME GREAT BRIMMING GRIP LONG STUNNING ALDER IRON MENTHOL              
154 BLACKBERRY BOYSENBERRY FIG ANISE TANNINS_LOW FINISH GREAT DARK FLOWING GRIP POWER LONG LUSH VELVET TOBACCO COCOA             
155 BLACKBERRY CURRANT FRUIT PLUM CORE _118 RED GREAT _166 CUT DRIVE GORGEOUS GRIP IMMENSE LENGTH LONG SANGUINE SERIOUS TERRIFIC ALDER IRON        
156 BLACKBERRY CURRANT FRUIT PLUM LEAF _101 RED FINISH ACCENTS GREAT ENTICING GORGEOUS LONG SWEET WARM _414 TOBACCO CEDAR ROASTED SMOKE IRON        
157 BOYSENBERRY LOGANBERRY FRUIT PLUM LILAC SPICE CORE FINISH GREAT EXOTIC INCENSE LACED LONG SAVORY SLEEK WONDERFUL CHALK MINERAL           
158 _10 FRUIT PLUM FIG FINISH GREAT CUT FLAVORS RIVETING STUNNING TERRIFIC CHALK PENCIL_LEAD                
159 BLACKBERRY CURRANT FRUIT PLUM CREAM TANNINS_LOW RED FINISH BEAUTY GREAT GORGEOUS MODERN PERFECTLY WARM IRON STONE             
160 BLACKBERRY PLUM FIG LICORICE FINISH GREAT FLAVORS GORGEOUS GRIP LOVELY RANGE RICH TIGHT WARM _414 ALDER WOOD PENCIL_LEAD           
161 _10 BLACKBERRY PLUM _62 AMPLE GREAT CASHMERE DEPTH DISTINCT EXOTIC FLAVORS GRIP INCENSE PLUSH SERIOUS WARM MOCHA            
162 _10 BLACKBERRY RASPBERRY FIG LICORICE GREAT FLAVORS INCENSE LUSH RIVETING MESQUITE _414 TURKISH_COFFEE ROASTED PENCIL_LEAD TAR             
163 BLACKBERRY BOYSENBERRY FIG ACCENTS ALLURING GREAT BITTERSWEET OPULENT MESQUITE _414 COCOA PENCIL_LEAD                 
164 BLACKBERRY FRUIT APPLE PLUM FIG PASTIS _128 FINISH AROMATIC GREAT FLAMBOYANT FLAVORS INCREDIBLY _273 LAYER MASSIVE POLISH PURE TERRIFIC WARM GANACHE WOOD ROASTED PENCIL_LEAD     
165 _10 BLACKBERRY BLUEBERRY APPLE PLUM CORE DENSE FINISH ACCENTS GREAT GORGEOUS INVITING LINGER LONG LOVELY POLISH TERRIFIC CHOCOLATE ESPRESSO MOCHA WOOD LOAM       
166 BOYSENBERRY CURRANT FRUIT FIG _62 GREAT INCENSE LUSH MOUTHWATERING WARM MESQUITE _414 IRON                
167 _10 BLACKBERRY BLUEBERRY APPLE PLUM PASTIS FRAME FINISH GREAT FLAVORS INTEGRATE MOUTHWATERING PERFECTLY VIVID GANACHE WOOD ROASTED TAR           
168 BLACKBERRY BOYSENBERRY APPLE FIG _62 _93 BEAUTY AMPLE GREAT DELIVERS DRIPPING ECHO FLAVORS GRIP POLISH SERIOUS WARM WOOD ROASTED TAR         
169 BLUEBERRY CURRANT FRUIT PLUM PASTIS DENSE FINISH GREAT DARK MODERN POLISH GANACHE ESPRESSO MOCHA CHARCOAL ROASTED TOAST            
170 BLACKBERRY APPLE PLUM ROUND WINE_WEIGHT FINISH GREAT BITTERSWEET POWER LONG POLISH WARM GANACHE WOOD ROASTED TAR             
171 BLACKBERRY BLUEBERRY FIG AMPLE GREAT DEPTH FLAVORS LENGTH TERRIFIC BRAMBLE TOBACCO PENCIL_LEAD                 
172 BLACKBERRY BLUEBERRY RASPBERRY DENSE FINISH GREAT LONG POISED POLISH REMARKABLE SWEET WARM TOBACCO IRON TAR              
173 _10 BLACKBERRY BOYSENBERRY APPLE FIG PASTIS FINISH GREAT FLAVORS GRIP WARM WOOD CHARCOAL                
